year,region,division,state,population,group,subgroup,metric,val,upper,lower
2004,West,Mountain,Wyoming,520310.6355,Total,Total,Standardized spending per capita,8044,8352,7859
2004,Northeast,New England,Connecticut,3455904.03,Payer,Medicaid,Spending per capita,1543,,
2004,Northeast,New England,Connecticut,3455904.03,Payer,Medicaid,Standardized spending per capita,1229,1369,1090
2004,Northeast,New England,Connecticut,3455904.03,Payer,Medicare,Spending per capita,1635,,
2004,Northeast,New England,Connecticut,3455904.03,Payer,Medicare,Standardized spending per capita,1066,1153,984
2004,Northeast,New England,Connecticut,3455904.03,Payer,OOP and other payers,Spending per capita,2654,,
2004,Northeast,New England,Connecticut,3455904.03,Payer,OOP and other payers,Standardized spending per capita,2185,2423,1974
2004,Northeast,New England,Connecticut,3455904.03,Payer,Private,Spending per capita,3280,,
2004,Northeast,New England,Connecticut,3455904.03,Payer,Private,Standardized spending per capita,2838,3085,2607
2004,Northeast,New England,Connecticut,3455904.03,Total,Total,Spending per capita,9129,,
2004,Northeast,New England,Connecticut,3455904.03,Total,Total,Standardized spending per capita,7844,7984,7731
2004,Northeast,New England,Maine,1288098.781,Payer,Medicaid,Spending per capita,2112,,
2004,Northeast,New England,Maine,1288098.781,Payer,Medicaid,Standardized spending per capita,1944,2324,1623
2004,Northeast,New England,Maine,1288098.781,Payer,Medicare,Spending per capita,1421,,
2004,Northeast,New England,Maine,1288098.781,Payer,Medicare,Standardized spending per capita,930,1039,839
2004,Northeast,New England,Maine,1288098.781,Payer,OOP and other payers,Spending per capita,2712,,
2004,Northeast,New England,Maine,1288098.781,Payer,OOP and other payers,Standardized spending per capita,2392,2892,1944
2004,Northeast,New England,Maine,1288098.781,Payer,Private,Spending per capita,2783,,
2004,Northeast,New England,Maine,1288098.781,Payer,Private,Standardized spending per capita,3517,3988,3070
2004,Northeast,New England,Maine,1288098.781,Total,Total,Spending per capita,8986,,
2004,Northeast,New England,Maine,1288098.781,Total,Total,Standardized spending per capita,8810,9120,8602
2004,Northeast,New England,Massachusetts,6381537.709,Payer,Medicaid,Spending per capita,1799,,
2004,Northeast,New England,Massachusetts,6381537.709,Payer,Medicaid,Standardized spending per capita,1610,1841,1382
2004,Northeast,New England,Massachusetts,6381537.709,Payer,Medicare,Spending per capita,1621,,
2004,Northeast,New England,Massachusetts,6381537.709,Payer,Medicare,Standardized spending per capita,1141,1235,1044
2004,Northeast,New England,Massachusetts,6381537.709,Payer,OOP and other payers,Spending per capita,2916,,
2004,Northeast,New England,Massachusetts,6381537.709,Payer,OOP and other payers,Standardized spending per capita,2709,3070,2368
2004,Northeast,New England,Massachusetts,6381537.709,Payer,Private,Spending per capita,3106,,
2004,Northeast,New England,Massachusetts,6381537.709,Payer,Private,Standardized spending per capita,3146,3452,2858
2004,Northeast,New England,Massachusetts,6381537.709,Total,Total,Spending per capita,9457,,
2004,Northeast,New England,Massachusetts,6381537.709,Total,Total,Standardized spending per capita,9483,9752,9309
2004,Northeast,New England,New Hampshire,1264830.665,Payer,Medicaid,Spending per capita,1254,,
2004,Northeast,New England,New Hampshire,1264830.665,Payer,Medicaid,Standardized spending per capita,1066,1269,885
2004,Northeast,New England,New Hampshire,1264830.665,Payer,Medicare,Spending per capita,1226,,
2004,Northeast,New England,New Hampshire,1264830.665,Payer,Medicare,Standardized spending per capita,926,1062,803
2004,Northeast,New England,New Hampshire,1264830.665,Payer,OOP and other payers,Spending per capita,2019,,
2004,Northeast,New England,New Hampshire,1264830.665,Payer,OOP and other payers,Standardized spending per capita,1682,2007,1388
2004,Northeast,New England,New Hampshire,1264830.665,Payer,Private,Spending per capita,3342,,
2004,Northeast,New England,New Hampshire,1264830.665,Payer,Private,Standardized spending per capita,3440,3983,2938
2004,Northeast,New England,New Hampshire,1264830.665,Total,Total,Spending per capita,7829,,
2004,Northeast,New England,New Hampshire,1264830.665,Total,Total,Standardized spending per capita,7541,7756,7403
2004,Northeast,New England,Rhode Island,1042613.465,Payer,Medicaid,Spending per capita,2114,,
2004,Northeast,New England,Rhode Island,1042613.465,Payer,Medicaid,Standardized spending per capita,2121,2548,1740
2004,Northeast,New England,Rhode Island,1042613.465,Payer,Medicare,Spending per capita,1507,,
2004,Northeast,New England,Rhode Island,1042613.465,Payer,Medicare,Standardized spending per capita,979,1110,861
2004,Northeast,New England,Rhode Island,1042613.465,Payer,OOP and other payers,Spending per capita,2398,,
2004,Northeast,New England,Rhode Island,1042613.465,Payer,OOP and other payers,Standardized spending per capita,2607,3127,2160
2004,Northeast,New England,Rhode Island,1042613.465,Payer,Private,Spending per capita,2932,,
2004,Northeast,New England,Rhode Island,1042613.465,Payer,Private,Standardized spending per capita,3615,4133,3138
2004,Northeast,New England,Rhode Island,1042613.465,Total,Total,Spending per capita,8967,,
2004,Northeast,New England,Rhode Island,1042613.465,Total,Total,Standardized spending per capita,9906,10243,9681
2004,Northeast,New England,Vermont,614561.823,Payer,Medicaid,Spending per capita,1717,,
2004,Northeast,New England,Vermont,614561.823,Payer,Medicaid,Standardized spending per capita,1594,2006,1238
2004,Northeast,New England,Vermont,614561.823,Payer,Medicare,Spending per capita,1185,,
2004,Northeast,New England,Vermont,614561.823,Payer,Medicare,Standardized spending per capita,918,1115,749
2004,Northeast,New England,Vermont,614561.823,Payer,OOP and other payers,Spending per capita,2623,,
2004,Northeast,New England,Vermont,614561.823,Payer,OOP and other payers,Standardized spending per capita,2369,3016,1824
2004,Northeast,New England,Vermont,614561.823,Payer,Private,Spending per capita,2731,,
2004,Northeast,New England,Vermont,614561.823,Payer,Private,Standardized spending per capita,3251,3962,2646
2004,Northeast,New England,Vermont,614561.823,Total,Total,Spending per capita,8286,,
2004,Northeast,New England,Vermont,614561.823,Total,Total,Standardized spending per capita,8701,8968,8530
2004,West,Pacific,Alaska,655684.7416,Payer,Medicaid,Spending per capita,1764,,
2004,West,Pacific,Alaska,655684.7416,Payer,Medicaid,Standardized spending per capita,1872,2424,1395
2004,West,Pacific,Alaska,655684.7416,Payer,Medicare,Spending per capita,709,,
2004,West,Pacific,Alaska,655684.7416,Payer,Medicare,Standardized spending per capita,1113,1393,886
2004,West,Pacific,Alaska,655684.7416,Payer,OOP and other payers,Spending per capita,2917,,
2004,West,Pacific,Alaska,655684.7416,Payer,OOP and other payers,Standardized spending per capita,3223,4292,2439
2004,West,Pacific,Alaska,655684.7416,Payer,Private,Spending per capita,3380,,
2004,West,Pacific,Alaska,655684.7416,Payer,Private,Standardized spending per capita,4163,5328,3248
2004,West,Pacific,Alaska,655684.7416,Total,Total,Spending per capita,8692,,
2004,West,Pacific,Alaska,655684.7416,Total,Total,Standardized spending per capita,10681,11214,10359
2004,West,Pacific,California,35030926.98,Payer,Medicaid,Spending per capita,1174,,
2004,West,Pacific,California,35030926.98,Payer,Medicaid,Standardized spending per capita,1294,1563,1033
2004,West,Pacific,California,35030926.98,Payer,Medicare,Spending per capita,1189,,
2004,West,Pacific,California,35030926.98,Payer,Medicare,Standardized spending per capita,1141,1295,1000
2004,West,Pacific,California,35030926.98,Payer,OOP and other payers,Spending per capita,1801,,
2004,West,Pacific,California,35030926.98,Payer,OOP and other payers,Standardized spending per capita,2239,2723,1802
2004,West,Pacific,California,35030926.98,Payer,Private,Spending per capita,2331,,
2004,West,Pacific,California,35030926.98,Payer,Private,Standardized spending per capita,2875,3277,2501
2004,West,Pacific,California,35030926.98,Total,Total,Spending per capita,6502,,
2004,West,Pacific,California,35030926.98,Total,Total,Standardized spending per capita,7873,8152,7705
2004,West,Pacific,Hawaii,1260544.276,Payer,Medicaid,Spending per capita,952,,
2004,West,Pacific,Hawaii,1260544.276,Payer,Medicaid,Standardized spending per capita,984,1238,762
2004,West,Pacific,Hawaii,1260544.276,Payer,Medicare,Spending per capita,1039,,
2004,West,Pacific,Hawaii,1260544.276,Payer,Medicare,Standardized spending per capita,647,774,526
2004,West,Pacific,Hawaii,1260544.276,Payer,OOP and other payers,Spending per capita,2246,,
2004,West,Pacific,Hawaii,1260544.276,Payer,OOP and other payers,Standardized spending per capita,2602,3341,2007
2004,West,Pacific,Hawaii,1260544.276,Payer,Private,Spending per capita,2555,,
2004,West,Pacific,Hawaii,1260544.276,Payer,Private,Standardized spending per capita,3202,3855,2614
2004,West,Pacific,Hawaii,1260544.276,Total,Total,Spending per capita,6789,,
2004,West,Pacific,Hawaii,1260544.276,Total,Total,Standardized spending per capita,7452,7736,7283
2004,West,Pacific,Oregon,3586791.709,Payer,Medicaid,Spending per capita,982,,
2004,West,Pacific,Oregon,3586791.709,Payer,Medicaid,Standardized spending per capita,1129,1443,878
2004,West,Pacific,Oregon,3586791.709,Payer,Medicare,Spending per capita,1163,,
2004,West,Pacific,Oregon,3586791.709,Payer,Medicare,Standardized spending per capita,981,1208,795
2004,West,Pacific,Oregon,3586791.709,Payer,OOP and other payers,Spending per capita,1993,,
2004,West,Pacific,Oregon,3586791.709,Payer,OOP and other payers,Standardized spending per capita,2459,3172,1882
2004,West,Pacific,Oregon,3586791.709,Payer,Private,Spending per capita,2589,,
2004,West,Pacific,Oregon,3586791.709,Payer,Private,Standardized spending per capita,3476,4317,2806
2004,West,Pacific,Oregon,3586791.709,Total,Total,Spending per capita,6708,,
2004,West,Pacific,Oregon,3586791.709,Total,Total,Standardized spending per capita,8571,8885,8386
2004,West,Pacific,Washington,6198012.234,Payer,Medicaid,Spending per capita,1091,,
2004,West,Pacific,Washington,6198012.234,Payer,Medicaid,Standardized spending per capita,1144,1386,945
2004,West,Pacific,Washington,6198012.234,Payer,Medicare,Spending per capita,1038,,
2004,West,Pacific,Washington,6198012.234,Payer,Medicare,Standardized spending per capita,904,1037,794
2004,West,Pacific,Washington,6198012.234,Payer,OOP and other payers,Spending per capita,2119,,
2004,West,Pacific,Washington,6198012.234,Payer,OOP and other payers,Standardized spending per capita,2389,2850,2017
2004,West,Pacific,Washington,6198012.234,Payer,Private,Spending per capita,2566,,
2004,West,Pacific,Washington,6198012.234,Payer,Private,Standardized spending per capita,3036,3487,2641
2004,West,Pacific,Washington,6198012.234,Total,Total,Spending per capita,6844,,
2004,West,Pacific,Washington,6198012.234,Total,Total,Standardized spending per capita,7925,8179,7772
2004,South,South Atlantic,Delaware,825921.8728,Payer,Medicaid,Spending per capita,1256,,
2004,South,South Atlantic,Delaware,825921.8728,Payer,Medicaid,Standardized spending per capita,1149,1373,959
2004,South,South Atlantic,Delaware,825921.8728,Payer,Medicare,Spending per capita,1511,,
2004,South,South Atlantic,Delaware,825921.8728,Payer,Medicare,Standardized spending per capita,1001,1156,874
2004,South,South Atlantic,Delaware,825921.8728,Payer,OOP and other payers,Spending per capita,2856,,
2004,South,South Atlantic,Delaware,825921.8728,Payer,OOP and other payers,Standardized spending per capita,2723,3163,2339
2004,South,South Atlantic,Delaware,825921.8728,Payer,Private,Spending per capita,3283,,
2004,South,South Atlantic,Delaware,825921.8728,Payer,Private,Standardized spending per capita,3497,4026,3032
2004,South,South Atlantic,Delaware,825921.8728,Total,Total,Spending per capita,8914,,
2004,South,South Atlantic,Delaware,825921.8728,Total,Total,Standardized spending per capita,8477,8735,8242
2004,South,South Atlantic,District of Columbia,567724.9396,Payer,Medicaid,Spending per capita,2762,,
2004,South,South Atlantic,District of Columbia,567724.9396,Payer,Medicaid,Standardized spending per capita,2404,2806,1989
2004,South,South Atlantic,District of Columbia,567724.9396,Payer,Medicare,Spending per capita,1499,,
2004,South,South Atlantic,District of Columbia,567724.9396,Payer,Medicare,Standardized spending per capita,1082,1245,922
2004,South,South Atlantic,District of Columbia,567724.9396,Payer,OOP and other payers,Spending per capita,1549,,
2004,South,South Atlantic,District of Columbia,567724.9396,Payer,OOP and other payers,Standardized spending per capita,1583,1824,1325
2004,South,South Atlantic,District of Columbia,567724.9396,Payer,Private,Spending per capita,5337,,
2004,South,South Atlantic,District of Columbia,567724.9396,Payer,Private,Standardized spending per capita,4729,5438,4018
2004,South,South Atlantic,District of Columbia,567724.9396,Total,Total,Spending per capita,11241,,
2004,South,South Atlantic,District of Columbia,567724.9396,Total,Total,Standardized spending per capita,10913,11143,10718
2004,South,South Atlantic,Florida,17009025.25,Payer,Medicaid,Spending per capita,958,,
2004,South,South Atlantic,Florida,17009025.25,Payer,Medicaid,Standardized spending per capita,954,1118,795
2004,South,South Atlantic,Florida,17009025.25,Payer,Medicare,Spending per capita,1927,,
2004,South,South Atlantic,Florida,17009025.25,Payer,Medicare,Standardized spending per capita,1066,1172,977
2004,South,South Atlantic,Florida,17009025.25,Payer,OOP and other payers,Spending per capita,2601,,
2004,South,South Atlantic,Florida,17009025.25,Payer,OOP and other payers,Standardized spending per capita,2702,3126,2309
2004,South,South Atlantic,Florida,17009025.25,Payer,Private,Spending per capita,2312,,
2004,South,South Atlantic,Florida,17009025.25,Payer,Private,Standardized spending per capita,2880,3217,2569
2004,South,South Atlantic,Florida,17009025.25,Total,Total,Spending per capita,7802,,
2004,South,South Atlantic,Florida,17009025.25,Total,Total,Standardized spending per capita,8092,8366,7913
2004,South,South Atlantic,Georgia,8793887.783,Payer,Medicaid,Spending per capita,1152,,
2004,South,South Atlantic,Georgia,8793887.783,Payer,Medicaid,Standardized spending per capita,1246,1412,1089
2004,South,South Atlantic,Georgia,8793887.783,Payer,Medicare,Spending per capita,1052,,
2004,South,South Atlantic,Georgia,8793887.783,Payer,Medicare,Standardized spending per capita,1185,1271,1103
